time,rms,region,temps,mesures,x,y
9.02,1,Intro,4,7,-0.376809,-0.129471
9.04,1,Intro,4,7,-0.381597,-0.107818
9.06,1,Intro,4,7,-0.37933,-0.076551
9.08,1,Intro,4,7,-0.37933,-0.076551
9.10,1,Intro,4,7,-0.383816,-0.064806
9.12,1,Intro,4,7,-0.387445,-0.037535
9.14,1,Intro,4,7,-0.387445,-0.037535
9.16,1,Intro,4,7,-0.392708,-0.019834
9.18,1,Intro,4,7,-0.394278,-0.015321
9.20,1,Intro,4,7,-0.394278,-0.015321
9.22,1,Intro,4,7,-0.400376,-0.003216
9.24,1,Intro,4,7,-0.42303,0.03879
9.26,1,Intro,4,7,-0.42303,0.03879
9.28,1,Intro,4,7,-0.428939,0.066724
9.30,1,Intro,4,7,-0.439758,0.147876
9.32,1,Intro,1,8,-0.439758,0.147876
9.34,1,Intro,1,8,-0.428424,0.239255
9.36,1,Intro,1,8,-0.423945,0.25682
9.38,1,Intro,1,8,-0.423945,0.25682
9.40,1,Intro,1,8,-0.407436,0.280536
9.42,1,Intro,1,8,-0.401275,0.299712
9.44,1,Intro,1,8,-0.401275,0.299712
9.46,1,Intro,1,8,-0.400713,0.308634
9.48,1,Intro,1,8,-0.39132,0.333534
9.50,1,Intro,1,8,-0.39132,0.333534
9.52,1,Intro,1,8,-0.389635,0.340948
9.54,1,Intro,1,8,-0.384215,0.347458
9.56,1,Intro,1,8,-0.384215,0.347458
9.58,1,Intro,1,8,-0.383352,0.363438
9.60,1,Intro,1,8,-0.382312,0.381791
9.62,1,Intro,1,8,-0.382312,0.381791
9.64,1,Intro,1,8,-0.382942,0.390905
9.66,1,Intro,2,8,-0.381494,0.422493
9.68,1,Intro,2,8,-0.381494,0.422493
9.70,1,Intro,2,8,-0.382718,0.436889
9.72,1,Intro,2,8,-0.380406,0.441454
9.74,1,Intro,2,8,-0.380406,0.441454
9.76,1,Intro,2,8,-0.379457,0.449893
9.78,1,Intro,2,8,-0.380642,0.469744
9.80,1,Intro,2,8,-0.380642,0.469744
9.82,1,Intro,2,8,-0.376975,0.480167
9.84,1,Intro,2,8,-0.368362,0.497874
9.86,1,Intro,2,8,-0.368362,0.497874
9.88,1,Intro,2,8,-0.362954,0.49789
9.90,1,Intro,2,8,-0.35596,0.501166
9.92,1,Intro,2,8,-0.35596,0.501166
9.94,1,Intro,2,8,-0.35064,0.503378
9.96,1,Intro,2,8,-0.344297,0.508992
9.98,1,Intro,2,8,-0.344297,0.508992
10.00,1,Intro,3,8,-0.340082,0.51033
10.02,1,Intro,3,8,-0.343001,0.52352
10.04,1,Intro,3,8,-0.343001,0.52352
10.06,1,Intro,3,8,-0.337372,0.523926
10.08,1,Intro,3,8,-0.228502,0.54339
10.10,1,Intro,3,8,-0.228502,0.54339
10.12,1,Intro,3,8,-0.19339,0.555767
10.14,1,Intro,3,8,-0.170086,0.556156
10.16,1,Intro,3,8,-0.170086,0.556156
10.18,1,Intro,3,8,-0.153816,0.564332
10.20,1,Intro,3,8,-0.121676,0.564936
10.22,1,Intro,3,8,-0.121676,0.564936
10.24,1,Intro,3,8,-0.115127,0.566292
10.26,1,Intro,3,8,-0.109417,0.567305
10.28,1,Intro,3,8,-0.109417,0.567305
10.30,1,Intro,3,8,-0.048824,0.56726
10.32,1,Intro,4,8,-0.040875,0.568296
10.34,1,Intro,4,8,-0.040875,0.568296
10.36,1,Intro,4,8,-0.02851,0.566446
10.38,1,Intro,4,8,-0.007303,0.565404
10.40,1,Intro,4,8,-0.007303,0.565404
10.42,1,Intro,4,8,0.002264,0.564675
10.44,1,Intro,4,8,0.047352,0.558462
10.46,1,Intro,4,8,0.047352,0.558462
10.48,1,Intro,4,8,0.060863,0.557609
10.50,1,Intro,4,8,0.066241,0.552704
10.52,1,Intro,4,8,0.066241,0.552704
10.54,1,Intro,4,8,0.092158,0.548454
10.56,1,Intro,4,8,0.118082,0.535476
10.58,1,Intro,4,8,0.118082,0.535476
10.60,1,Intro,4,8,0.126732,0.536536
10.62,1,Intro,4,8,0.160355,0.534455
10.64,1,Intro,4,8,0.160355,0.534455
10.66,1,Intro,1,9,0.190516,0.533627
10.68,1,Intro,1,9,0.210957,0.532987
10.70,1,Intro,1,9,0.210957,0.532987
10.72,1,Intro,1,9,0.216258,0.532584
10.74,1,Intro,1,9,0.223788,0.528477
10.76,1,Intro,1,9,0.223788,0.528477
10.78,1,Intro,1,9,0.244209,0.526257
10.80,1,Intro,1,9,0.260281,0.522454
10.82,1,Intro,1,9,0.260281,0.522454
10.84,1,Intro,1,9,0.272872,0.521225
10.86,1,Intro,1,9,0.301889,0.521436
10.88,1,Intro,1,9,0.301889,0.521436
10.90,1,Intro,1,9,0.311504,0.523906
10.92,1,Intro,1,9,0.329782,0.508105
10.94,1,Intro,1,9,0.329782,0.508105
10.96,1,Intro,1,9,0.350842,0.492835
10.98,1,Intro,1,9,0.366185,0.398234
11.00,1,Intro,2,9,0.366185,0.398234
11.02,1,Intro,2,9,0.363579,0.39982
11.04,1,Intro,2,9,0.368266,0.391001
11.06,1,Intro,2,9,0.368266,0.391001
11.08,1,Intro,2,9,0.368721,0.372929
11.10,1,Intro,2,9,0.370269,0.360993
11.12,1,Intro,2,9,0.370269,0.360993
11.14,1,Intro,2,9,0.370629,0.345089
11.16,1,Intro,2,9,0.371959,0.318294
11.18,1,Intro,2,9,0.371959,0.318294
